source_id,task,category,precision,arm,endpoint,lineage_weighted_mean,clip_weighted_mean,error_reduction_percent_vs_native,realized_energy_match_fraction
S01,reach,vision_action_coupling,bfloat16,matched_random_equal_standardized_energy,proprio_mse_h6,0.0008727814838475567,0.0008727814838475567,-1.6552127695049323,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random_equal_standardized_energy,visual_l1_h1,0.2438088998198509,0.24380889981985093,0.0,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random_equal_standardized_energy,visual_l1_h2,0.26015580035746094,0.260155800357461,0.0,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random_equal_standardized_energy,visual_l1_h3,0.272755262470155,0.272755262470155,-0.0471221001263622,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random_equal_standardized_energy,visual_l1_h4,0.2841170058896144,0.2841170058896144,-0.037505303145812796,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random_equal_standardized_energy,visual_l1_h5,0.29529396809938574,0.2952939680993858,-0.07964323969333886,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random_equal_standardized_energy,visual_l1_h6,0.30617843999555616,0.30617843999555616,-0.07956519295782005,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random_equal_standardized_energy,visual_mse_h1,0.12173197127483558,0.1217319712748356,0.0,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random_equal_standardized_energy,visual_mse_h2,0.13744648757644679,0.13744648757644676,0.0,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random_equal_standardized_energy,visual_mse_h3,0.15180174433296978,0.15180174433296978,-0.062332829556388525,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random_equal_standardized_energy,visual_mse_h4,0.1663393142473216,0.1663393142473216,-0.06494909569156881,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random_equal_standardized_energy,visual_mse_h5,0.18205816818946838,0.1820581681894684,-0.1916359456955785,1.0
S01,reach,vision_action_coupling,bfloat16,matched_random_equal_standardized_energy,visual_mse_h6,0.19847059988162738,0.19847059988162735,-0.19538280967277277,1.0
